Actinomyces_odontolyticus,Adlercreutzia_equolifaciens,Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_shahii,Anaerostipes_hadrus,Bacteroidales_bacterium_ph8,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Bilophila_unclassified,Clostridium_bolteae,Clostridium_leptum,Clostridium_scindens,Collinsella_aerofaciens,Coprobacillus_unclassified,Coprococcus_catus,Coprococcus_comes,Dialister_invisus,Dorea_formicigenerans,Dorea_longicatena,Eggerthella_lenta,Eggerthella_unclassified,Erysipelotrichaceae_bacterium_21_3,Erysipelotrichaceae_bacterium_6_1_45,Escherichia_coli,Escherichia_unclassified,Eubacterium_biforme,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_ventriosum,Faecalibacterium_prausnitzii,Gordonibacter_pamelaeae,Holdemania_filiformis,Holdemania_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_1_4_56FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_5_1_57FAA,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Oscillibacter_unclassified,Parabacteroides_distasonis,Parabacteroides_merdae,Parabacteroides_unclassified,Paraprevotella_unclassified,Porphyromonas_asaccharolytica,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Rothia_mucilaginosa,Ruminococcus_bromii,Ruminococcus_callidus,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_obeum,Ruminococcus_torques,Streptococcus_australis,Streptococcus_parasanguinis,Streptococcus_salivarius,Streptococcus_thermophilus,Subdoligranulum_unclassified,Veillonella_parvula,Veillonella_unclassified
-6.661923398126077,-6.661923398126077,11.872353861335009,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,17.83390312700423,-6.661923398126077,-6.661923398126077,-6.661923398126077,10.336213893507843,-6.661923398126077,-6.661923398126077,10.794326264857148,-6.661923398126077,8.097493447850308,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,8.699019955515979,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,7.724567271395527,15.64817066806467,-6.661923398126077,-6.661923398126077,11.340966603213516,-6.661923398126077,9.278241163813888,13.882132038556032,13.86088949864778,-6.661923398126077,-6.661923398126077,15.418068947915232,9.849564847182519,8.522226840172262,-6.661923398126077,10.384391595097362,-6.661923398126077,10.826337257428754,-6.661923398126077,-6.661923398126077,9.348587153510874,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,13.470228245631507,15.603997179652882,-6.661923398126077,-6.661923398126077,-6.661923398126077,9.59940650757326,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,-6.661923398126077,11.056165726628128,10.261754907404729,-6.661923398126077,16.75906010944107,-6.661923398126077,10.700326875609454,14.742831932328674,-6.661923398126077,14.734373643505561,14.748320630737846,11.155268055481757,13.121117559211106,13.397404486786803,-6.661923398126077
0.7609579887660427,2.2713831464333,3.415632337223369,4.921137071316339,5.783563415504599,6.012180542113373,-15.369066331871775,0.7834308424222296,5.216946912795377,5.688798560529792,6.745287359277397,1.0409524604781761,6.6160071613546645,-15.369066331871775,-15.369066331871775,6.392244045663135,6.913047034126615,-15.369066331871775,6.230634442590125,6.4824806226172225,6.169971315612706,3.1921586657617507,-15.369066331871775,4.037169982188722,5.635921351364755,-0.001746762445652731,-15.369066331871775,3.740753576263077,3.1494668213159223,0.8870507040919293,2.936764581618698,-0.15237255398847144,3.670361275450475,5.515629342576964,8.339043718295068,3.2006376920885207,3.2182299475181777,1.2540381178809987,3.3667900561379005,-0.756048127572964,-0.8654206326586636,5.565918039528571,3.9952868245879216,-1.4582446850126805,4.097528915261955,5.901771630385983,3.3239290150173955,4.477706245477007,3.3118996013837374,-15.369066331871775,5.733491739563123,-15.369066331871775,1.728858109302224,2.297229943312479,-15.369066331871775,-15.369066331871775,0.11603624967024576,0.4954266891535974,-15.369066331871775,2.9400122466799674,3.037312637513776,-0.5865715474897634,-15.369066331871775,2.7665954703461653,4.541390026400237,5.195109983722975,5.7451463994263,-15.369066331871775,-15.369066331871775,3.932858113019851,-0.19514635920777063,5.880081215585644,-15.369066331871775,1.730733226976147,7.546564516155634,1.9261447000592382,1.1690546442290588,-15.369066331871775,4.982004750928782,5.0596807839063445,-15.369066331871775,6.346150432722723,5.45775739788371,4.08583039527578,6.464443878301932,5.920507138867248,5.928546258173125
-12.228461574172975,-12.228461574172975,4.9288501908699835,2.993146217305378,4.633474419189323,6.160934890057411,0.7660707044461581,4.205903678975332,2.9246784353970647,-12.228461574172975,1.5036684618081781,7.7109881174884665,-12.228461574172975,-12.228461574172975,-12.228461574172975,-12.228461574172975,4.0466379110650905,6.600014899876983,3.780934771344717,5.252659836554416,3.512756571301676,0.6707607519140182,-12.228461574172975,11.988724236927638,7.962278213731335,-12.228461574172975,1.525174643902432,2.9141242505031717,-12.228461574172975,-12.228461574172975,9.950130161532732,3.4260102134861468,-12.228461574172975,2.2129879494170086,4.3201170128883,8.172254656373221,9.604715807399554,6.187106130443828,6.791879512735852,-12.228461574172975,-12.228461574172975,11.616746190365284,9.11965118960993,3.9912878208460763,1.8181614984051635,7.411425357700561,2.069475750319351,9.83609341300504,-0.12774388876050494,2.1409346717302142,6.512489439083851,1.9377065596295717,-12.228461574172975,1.9235219346979702,5.352426432036829,-12.228461574172975,5.034493648445634,4.091758342574821,-12.228461574172975,-12.228461574172975,5.402561110865032,-12.228461574172975,-12.228461574172975,1.3763291870427847,1.6166087569061576,4.216056049703125,7.7053444022737825,1.4477880658824174,-12.228461574172975,3.2641457316150837,-12.228461574172975,4.081080623932679,-12.228461574172975,3.5485513682534138,7.941262492338115,-12.228461574172975,11.082153926522041,-12.228461574172975,6.080617004378767,8.989640739288395,-12.228461574172975,6.57373306389331,5.941832894916521,7.17575725434189,9.194306209468222,7.269301343303015,7.557519696948084
-14.334931108796177,4.525165189078029,4.092427299842875,3.674165861131908,4.634275591883013,7.707126178935996,-14.334931108796177,3.623237887549326,0.7780428698053778,6.987489860338789,6.815091551045309,9.97860057718127,-14.334931108796177,-14.334931108796177,0.6055093708288518,8.504164851402292,6.794659467336374,-1.4110162310942709,8.155926155680712,7.668610023760382,2.3347482160039856,0.7131400018910923,-14.334931108796177,-14.334931108796177,5.824776179488953,-14.334931108796177,4.615200728934625,3.0540480798290663,1.0044596911054506,-14.334931108796177,5.989631707011082,0.2959447049300694,4.9698890111439535,5.251584343207651,4.415628763497864,5.19675152476251,3.2923400547670676,2.1167756181355584,2.459674132407904,-14.334931108796177,4.127946693442785,5.054291206625119,2.17114440377189,-1.0302445079326163,7.98948640455901,5.342589996917097,5.982379501453574,6.033001741954725,5.062721461605103,5.013296779241269,8.136514933032277,0.9298488441911323,2.8554328897137844,-14.334931108796177,5.3017597030567325,-14.334931108796177,3.4535094083179803,0.5891423987223233,3.161930662050158,-14.334931108796177,2.7165090679257577,2.4591656147518157,-14.334931108796177,4.062276289208056,3.043895708651358,-14.334931108796177,7.237921396217621,-14.334931108796177,1.3901221022006722,6.518915522914064,-14.334931108796177,7.222686288967092,-14.334931108796177,1.3147597940245002,0.12768321478670766,-0.36241594732174903,4.1033930801538965,-14.334931108796177,6.397443121505158,7.153672329715847,1.8902237043028058,1.8194965678415436,1.1871442538211068,-14.334931108796177,6.768037485719023,0.9036880243745302,1.5662516648221634
-14.561791235129355,-14.561791235129355,2.0200384949541834,2.6760257003443835,3.271002856922357,6.499645395786923,2.217960980897124,5.439166341973303,-14.561791235129355,0.48919108491785696,-14.561791235129355,-0.5392656947729565,-14.561791235129355,-14.561791235129355,7.772025894413371,-1.5228072927533978,-14.561791235129355,-1.7960999445249841,7.318679645850496,0.3218727476608716,7.478917153196747,3.6391152874363577,-0.2638539106370294,2.143535426383795,4.103246464368497,-14.561791235129355,2.3474853819911887,4.739055534125672,4.729136306384239,-14.561791235129355,5.373423161256193,-14.561791235129355,5.175860589412606,6.257039295593587,2.45687222787177,6.191149903097566,7.1341494482165775,3.89820638081442,4.407010923113043,2.6963785262842004,0.391552645169078,8.62827583331951,6.9302346934347385,7.924987191361709,5.245583792463227,4.8879373376786805,5.286997375153931,5.913282438333392,3.415566773737355,3.136519490179241,7.497020257339261,-14.561791235129355,2.293468529652572,-14.561791235129355,4.5926986759026125,4.799521575987133,-14.561791235129355,2.6665158732893537,4.046281530721256,-14.561791235129355,4.702265406932201,2.7191427080561126,-14.561791235129355,4.390987273738255,7.469191015582209,-0.6065178652250841,7.2287957222404255,-14.561791235129355,-14.561791235129355,5.426379795535024,-14.561791235129355,6.065591258886123,-14.561791235129355,2.9687537587803083,2.8447103037007238,-14.561791235129355,3.503071354877738,6.492675828900393,5.588649454928355,8.643647518442561,3.0836642389382685,6.656621962005927,4.5022685524039705,6.187122856172929,6.9672180571261455,5.577576368954753,6.493400807307889
0.4451927100588432,6.38656096697524,9.517942833093432,6.256864722440912,8.437685594708269,9.380271687021567,-0.41702928008004514,5.860204995761601,7.245856473049551,7.561315144564662,6.978738161088255,-13.264958443358099,-13.264958443358099,-13.264958443358099,7.80409326690254,-13.264958443358099,-13.264958443358099,-13.264958443358099,-13.264958443358099,9.328901148488209,1.462835226689137,-13.264958443358099,8.116588765139658,-13.264958443358099,-13.264958443358099,-13.264958443358099,6.558259039719744,4.968790143298084,3.8937672490531905,-13.264958443358099,7.115112612615716,-13.264958443358099,5.580074590962847,8.223486822512884,6.951772552899009,5.586790182580084,7.5993988873703335,-0.8357382465217149,4.322162989332536,2.0634793469237254,1.1764910802318862,4.660770042388766,4.47252547068947,-13.264958443358099,7.055947460928912,6.941681649933877,6.791120316646647,10.55192471100079,5.987674448383383,-13.264958443358099,9.106631347987232,5.1171893612703325,3.3099290062049467,2.9502640090750414,3.9718789002325585,2.6607654361648794,-13.264958443358099,-13.264958443358099,1.7414399833347778,-13.264958443358099,5.441803099191093,5.0734270687252,-13.264958443358099,8.344307976263922,8.106854619302037,-13.264958443358099,8.494576084200697,-13.264958443358099,-13.264958443358099,5.974841125124348,5.349643001468806,6.170808045907797,-13.264958443358099,-13.264958443358099,8.683088202296533,-13.264958443358099,-0.3910538611529925,7.585354056604205,6.159950650697497,7.442990690491854,-13.264958443358099,3.557718815217366,5.0490275730492495,6.1829101961641335,9.53181134272714,2.7577271328065582,2.483521897103544
-15.720327824834515,2.149226015930408,4.213235879540056,0.831496464313641,3.0132640529285566,4.014399118717423,0.7700208689438413,0.576750565264282,1.8085108920421997,1.5828636052517424,0.15824092262386655,-0.10807009029368064,3.5253613527704055,-15.720327824834515,1.0859025151114614,1.970126751071985,1.924258839466662,0.39876742635698376,1.611195818938178,1.7937649874636845,3.2999583607597143,0.71622162996961,3.082549407110271,3.5467360798662906,4.576300340303029,0.4579218431055065,1.590174024427289,-1.21166958631042,0.374499301538591,0.04394609361761176,5.236309084373402,3.5290793982856687,1.1387523837623519,2.537951641522349,2.3601136099802327,3.958870728136331,4.977927850133055,-0.4602537617773451,2.6938317121930107,-15.720327824834515,-1.473034201094264,9.224672794348095,6.158592041462055,-0.3508918529499306,0.036798101374204764,4.172939651096069,0.1285804671982326,4.066419064941836,2.0873100012599695,2.5199096093131508,4.819796120135025,2.3043429846392827,2.60307080733301,-15.720327824834515,1.2298070490664692,0.8832757034439659,-15.720327824834515,0.11540504777561028,-2.1405383345693267,2.355182980915741,1.5069903268854603,0.18457472942513217,-15.720327824834515,1.9402108911194271,2.300323028418319,2.4486812970508396,-15.720327824834515,0.19565176440068457,-4.43053341125662,1.120959176552262,-15.720327824834515,0.20539605468846311,-2.748785011586078,0.4224605362751477,4.193661430138507,-15.720327824834515,3.939885901737532,2.688077898365745,3.635779393224667,5.050708610033593,-15.720327824834515,4.418465849971652,5.33988156693095,2.7272869300921867,5.435356590429256,2.5306316561493802,1.5874388761710176
6.235398381067248,8.059098360997787,11.455483833911954,-10.301407670538728,3.6625237546124128,5.844303244728824,-10.301407670538728,9.693291042688585,-10.301407670538728,5.196791447472827,-10.301407670538728,4.8411781541374195,-10.301407670538728,-10.301407670538728,-10.301407670538728,-10.301407670538728,4.150680245597486,5.233291843030218,-10.301407670538728,7.561006392523916,6.0155389211319665,-10.301407670538728,-10.301407670538728,13.59068329300906,13.075559180635496,-10.301407670538728,-10.301407670538728,-10.301407670538728,-10.301407670538728,-10.301407670538728,12.14071713949704,5.6218890236212,-10.301407670538728,10.471495591550147,-10.301407670538728,10.774801155959354,11.931354189431836,8.663165906688665,9.370434763403752,5.70351939429603,-10.301407670538728,5.650633514153256,5.661203194401619,3.351585134397667,-10.301407670538728,9.803781353750072,-10.301407670538728,11.475880956095493,-10.301407670538728,11.107708792238652,7.325863493024516,-10.301407670538728,-10.301407670538728,-10.301407670538728,6.3216967792140455,7.857258760705886,10.04119786118169,5.3498794015599955,-10.301407670538728,-10.301407670538728,8.086956482265538,-10.301407670538728,9.519223763447105,-10.301407670538728,3.0032789303248326,-10.301407670538728,5.696777796486598,-10.301407670538728,-10.301407670538728,6.0851873099071945,-10.301407670538728,6.4291673121126225,8.119772958450291,-10.301407670538728,12.498158529873848,-10.301407670538728,10.766936125208916,-10.301407670538728,10.681349076744167,9.504216524965951,1.904669974978945,6.907604096044094,8.274822782714049,11.145510303890815,9.590965012341124,-10.301407670538728,-10.301407670538728
-10.821507210395731,9.355754776161417,-10.821507210395731,-10.821507210395731,-10.821507210395731,-10.821507210395731,8.251602886045811,10.249785282317657,-10.821507210395731,-10.821507210395731,7.824953614170909,5.519732071876794,-10.821507210395731,6.813472393325527,-10.821507210395731,-10.821507210395731,3.957178047020864,-10.821507210395731,5.759693391049827,7.832821725432331,8.519735136264387,-10.821507210395731,3.844154704288488,4.35754097732026,-10.821507210395731,-10.821507210395731,-10.821507210395731,-10.821507210395731,5.435480526461404,2.953182394714411,10.77518778579516,-10.821507210395731,6.171640466104179,11.56643633586686,2.953182394714411,10.151832286174196,11.86806226486348,-10.821507210395731,-10.821507210395731,1.8545721893752944,-10.821507210395731,4.016454634983253,3.500821552346451,10.359291063371186,-10.821507210395731,12.169678773212649,8.773047893150205,3.7215524379374902,10.229881821720257,6.02847549753851,12.616832106655162,-10.821507210395731,-10.821507210395731,-10.821507210395731,-10.821507210395731,-10.821507210395731,-10.821507210395731,9.58305361523892,-10.821507210395731,-10.821507210395731,9.441071465527456,6.792633688043031,9.912431469596367,5.65705625247502,5.582519055107039,-10.821507210395731,6.572230559504043,6.893143747424993,-10.821507210395731,8.248316583843456,8.161585414492388,8.50391786557687,-10.821507210395731,-10.821507210395731,12.603931590547072,10.079277000675958,-10.821507210395731,2.23898289094782,11.379270714117679,9.441229969252372,-10.821507210395731,7.667299371945663,8.122243889666041,6.861865478113928,12.519125261951219,-10.821507210395731,5.881036259940551
1.442750210212096,6.078873884714717,4.681278850745255,2.923660449415565,5.578689879632251,4.679280848092563,2.5112266867624156,5.350948994529662,1.8354110047584666,0.6106043200166575,-14.434547081419748,3.1379687830596352,-14.434547081419748,-14.434547081419748,3.649961394916203,1.6034226334016424,1.0561893167825294,3.3975266792613676,0.6811554110905315,3.1018260007245875,3.4872366261009384,2.1275932237578905,4.766879552152273,7.238796232873186,7.594280171084478,-14.434547081419748,-14.434547081419748,-14.434547081419748,0.8255269816374209,-14.434547081419748,7.76329181547368,-14.434547081419748,6.780379908943008,6.87731620332215,7.045929344844915,6.4766495519138,7.906220071368712,-0.6598574763096052,1.5477289609435672,-14.434547081419748,-14.434547081419748,3.9114101271125423,-14.434547081419748,1.5080041162131446,4.1165477100318695,6.81981160511681,4.150206392756578,8.038949383428498,5.307729492380664,5.248082882210689,6.564006839582231,5.185103978250806,2.0558016123586076,1.1941583896247696,5.330772350990014,-14.434547081419748,-14.434547081419748,2.067449567850784,-14.434547081419748,-14.434547081419748,3.4150271255839444,0.6193379974428245,-14.434547081419748,3.075825027186904,0.941211354871866,1.6088251311012498,-0.39589217214158456,2.5281284968325113,1.2022819098264097,5.0294798669516965,4.816648621743616,3.4713000341026885,-14.434547081419748,-14.434547081419748,9.72674103397878,2.0200208775883532,2.801963518182599,4.32958151998346,7.793939942592024,7.458696210984995,0.6308654992917717,0.8088797521633606,3.4537438778807585,-0.8297563202039878,7.683192077817716,1.7266081547844543,2.3084169628784115
